Topology	T2	T1
ABC	1.043970584869	2.604585647583
ABC	1.199540734291	1.448124527931
ABC	0.776587605476	1.743887424469
ABC	1.053471446037	1.85526061058
ABC	1.090866684914	1.8195348978045
ABC	0.99508535862	2.1921062469485
ABC	0.943333387375	2.016772270203
ABC	0.808041632175	2.4304571449755
ABC	0.6103053689	1.4510227441785
ABC	0.619788944721	1.5287685394285
ABC	0.747664868832	1.4691330194475
ABC	1.035109996796	1.755240082741
ABC	0.683018565178	1.447525024414
ABC	0.717825710773	1.918827086687
ABC	0.656858086586	1.789843082428
ABC	0.875796973705	1.772200703621
ABC	1.251521945	1.462729692459
ABC	0.693518817425	2.4021706283095
ABC	0.652463912964	2.6443667411805
ABC	0.624426245689	1.702255487442
BCA	1.587529778481	1.745077490807
ABC	0.673156201839	1.4658468961715
BCA	2.038962841034	2.071629524231
ABC	0.60136026144	1.571954369545
ABC	0.615938365459	1.952241569757
ABC	0.569332122803	3.055473327637
ABC	0.990528762341	1.4600474834445
BCA	1.449905872345	2.287626743317
ABC	1.137516021729	1.5652716159825
ABC	1.463834285736	1.69925403595
ABC	0.747082352638	1.725091576576
ABC	0.737990736961	1.79932808876
ABC	0.814031600952	1.494943141937
ABC	0.619196414948	1.9695676565175
BCA	1.49970304966	1.640111684799
ABC	0.730851709843	1.768221229315
ABC	0.844908237457	1.620967388153
ABC	0.599724113941	1.447774410248
ACB	1.644219875336	1.915119409561
ACB	0.759290933609	1.047970056534
BCA	0.386282235384	0.789411306381
ABC	1.42708337307	3.176277160645
BCA	0.949868321419	1.1249462366105
ABC	1.349616885185	3.11799955368
ABC	0.616663277149	2.127149134874
ABC	0.574335157871	3.4397106468675
ABC	0.933793127537	1.839165568352
ACB	0.650527834892	0.698854923248
ABC	0.593762814999	1.5061089992525
ABC	0.963422298431	1.806249976158
ABC	1.398238539696	2.195942878723
ABC	0.868166267872	1.714641928673
ABC	1.084797739983	1.7727265357975
ABC	0.794606268406	1.8988140523435
BCA	2.587990999222	3.012739181519
ABC	0.934268593788	2.5708565711975
ABC	0.748471319675	1.730154752731
ABC	1.902018547058	1.963364601135
ABC	0.970338225365	1.978920578957
ABC	0.685445725918	1.4460656642915
ABC	0.729867041111	2.5645528137685
ACB	1.533059477806	1.583776116371
ABC	0.749951660633	1.8039608895775
ABC	1.13266980648	1.788942813873
BCA	1.484055876732	2.118753433228
ABC	1.204680800438	4.3368653655055
ABC	0.707055091858	1.850489974022
ABC	1.157682657242	1.91795361042
BCA	0.657241165638	1.523296117783
ABC	1.328458309174	1.986285567284
BCA	0.695408284664	1.147422432899
ABC	0.605577468872	1.596566319466
ABC	1.373773336411	2.5675022602085
ABC	1.354786872864	1.712620377541
ABC	0.752993822098	2.5810470581055
ABC	0.797128498554	1.696324467659
ABC	0.928009569645	2.3176477253435
ABC	0.740170061588	2.1903548538685
BCA	1.525830507278	1.830913543701
ABC	0.682483017445	1.852347224951
ABC	0.723346471786	3.1930010318755
ABC	0.764971315861	1.5963826179505
ABC	0.931722462177	4.736777335405
ABC	0.956374585629	2.203783482313
ABC	0.572179317474	2.885294675827
ABC	0.649876475334	1.6271995306015
ABC	0.785428643227	1.4995542764665
ABC	0.713522434235	2.9935655593875
ABC	1.076885342598	2.148758888245
ABC	0.970675766468	1.678028941154
ABC	1.08771276474	1.66350209713
ABC	0.706773996353	1.833655714989
BCA	0.370978266001	0.632758975029
ABC	1.103525876999	2.394397258759
ABC	0.742874741554	0.914282083511
ABC	1.597046136856	2.089295625687
ABC	0.731350183487	2.105509757996
ABC	0.707295835018	1.7233071029185
ABC	0.671567797661	1.8767951726915
ABC	0.633784532547	1.81799685955
ABC	0.566394746304	2.310547560454
ABC	0.572329640388	3.7830858826635
ABC	0.703325331211	1.7289376556875
ABC	0.888598203659	1.758213162422
ABC	0.62913197279	1.9549438059335
ABC	0.690627932549	1.483531713486
ABC	1.207890033722	2.289452075958
ABC	0.667282044888	1.442202806473
ABC	0.954578518867	2.1642229557035
ABC	0.998333394527	2.2829949557775
ABC	1.055551290512	1.571764707565
ABC	1.550699472427	1.6073549985885
ABC	1.286604404449	1.8193514347075
ABC	0.980869889259	1.132593512535
ABC	0.622971951962	1.8137542903425
ABC	0.752181649208	3.6439319252965
ABC	0.629475235939	2.332744598389
ABC	1.137793779373	2.0565383434295
ABC	0.68477588892	1.478545546532
ABC	0.885296523571	1.575893998146
ABC	0.877383112907	1.716964840889
ABC	0.733558058739	1.623843073845
ABC	1.143669962883	1.791017413139
ABC	0.905008137226	1.4625289440155
ABC	0.870080709457	1.557087421417
ACB	1.742864131927	2.0091657638545
ABC	1.055344820023	1.36224603653
BCA	0.702749609947	4.2226871848105
ABC	1.491577863693	1.499449253082
ACB	1.901242852211	3.010409355164
ABC	0.624312877655	1.613580942154
ABC	0.709968864918	1.467289090157
ABC	0.753984689713	3.1845803260805
ABC	0.948018014431	1.624506831169
ABC	1.310212135315	1.648258328438
ACB	1.566509008408	2.748026132584
ABC	0.849609136581	2.339687824249
ABC	0.615547537804	1.5236287117005
ACB	1.528485298157	1.8975952863695
ABC	0.668930530548	1.545771598816
ABC	0.704328298569	1.58698618412
ABC	0.780433654785	2.391314744949
ABC	1.369838356972	1.5793780088425
ABC	1.217959165573	2.811603784561
ABC	1.092030882835	1.675481915474
ABC	0.674360156059	1.8232021331785
ABC	0.642329394817	1.9626466333865
ABC	0.857669889927	1.646282792091
ABC	0.994137883186	1.547757863998
ABC	0.935650706291	2.136924743652
ABC	0.683280289173	3.1074166595935
ABC	0.762641787529	1.888854384422
ABC	1.245305895805	1.9449665546415
ABC	1.324728131294	2.2711544036865
ABC	0.655402362347	2.4883284270765
ABC	0.63117480278	1.8427164554595
ACB	1.56529211998	2.839277267456
ACB	1.515416741371	1.707312345505
ABC	0.571185648441	1.7089861333365
BCA	1.677435994148	2.077060461044
ABC	1.043632626534	1.749605178833
BCA	0.533370792866	1.8061356842515
ABC	0.639888048172	2.808653593063
ABC	0.600361466408	2.395401477814
ABC	1.187417387962	1.847041964531
ABC	0.671239972115	1.6142282485965
ABC	0.966312170029	1.055132508278
ABC	1.087320208549	2.1385972499845
ABC	0.64514964819	1.7906338274485
ABC	0.765943646431	2.109749317169
ABC	0.760571599007	1.8769903182985
ABC	1.276371479034	1.550392985344
ABC	1.085525631905	2.057932853699
ABC	1.075961470604	1.688778042793
ABC	0.771257936954	2.634656459093
ABC	1.037031769753	1.4835487604145
ABC	1.384712338448	1.522298336029
ACB	2.048650026321	2.319359540939
ABC	0.896253526211	1.568168401718
ABC	1.048910498619	1.517783641815
ABC	0.651103615761	1.5598767995835
ABC	0.734530508518	1.258479356766
ABC	0.577198445797	1.7630557715895
ABC	0.633732557297	1.531233549118
ABC	1.089197158813	1.827684998512
ABC	1.485479712486	2.5775599479675
ABC	1.575046420097	2.2207667827605
BCA	0.713601529598	1.106444954872
ABC	0.969689846039	2.300129175186
ABC	0.8604824543	1.57844209671
ABC	0.652441620827	1.870248913765
ABC	1.085338592529	1.6586562395095
ABC	0.893087923527	1.9315505325795
ABC	0.589271247387	2.578234642744
ABC	1.210871458054	1.7081166505815
ABC	0.689828813076	2.290485829115
ABC	0.962495923042	1.50374007225
ABC	0.930036008358	2.095064610243
ABC	1.078420519829	2.364068508148
ABC	0.729736924171	1.802925825119
ABC	0.851894974709	2.114881753922
ABC	0.837466537952	2.343000203371
BCA	0.47679567337	0.926335930824
ABC	0.932387888432	1.7810994386675
ABC	0.652453005314	1.4806208610535
ABC	1.428434371948	3.2122457027435
ACB	1.46275472641	3.765467882156
ABC	1.03589618206	1.7677146196365
ABC	0.609863996506	1.897405028343
ABC	1.691921949387	3.029099225998
ABC	0.652592837811	1.812391251326
ABC	0.567949354649	1.6712210476405
ABC	1.086530089378	1.818983674049
BCA	0.289051473141	1.48794862628
ABC	0.909848928452	2.01095032692
ABC	1.015751719475	2.21923327446
ACB	1.911706209183	2.5056631565095
ABC	0.66707521677	1.520835042
ABC	0.924581944942	2.3504936397075
ABC	0.642470180988	1.443537592888
BCA	0.902606546879	2.5586591064935
BCA	1.499769449234	1.519792556763
ABC	0.567128956318	1.476604938507
ABC	0.640920758247	2.0185050964355
BCA	1.466698288918	3.260542869568
BCA	1.449239730835	1.59465944767
ABC	0.850718319416	1.760264992714
BCA	0.351034939289	0.928167104721
ABC	0.783107459545	1.6153190135955
ABC	1.285811662674	1.463704228401
ABC	1.011317491531	1.468516349792
BCA	0.287095814943	0.9584222286935
BCA	1.660886526108	1.932139873505
ABC	0.744525790215	1.8432804346085
ABC	0.726730704308	1.4744069576265
ABC	0.755285322666	2.428622275591
